lng,lat
-73.9736257,40.7483538
-73.862301,40.7683283
-73.98983095,40.74165797
-73.96398512,40.77454781
-74.00523046,40.7403479
-122.2547569,38.1525542
-122.4241597,37.79972867
-122.4212398,37.7647888
-73.98318906,40.75860955
-73.9166393,40.8694177
-73.6029344,40.6995277
-73.52801959,40.76718081
-122.3997394,37.7980076
-122.4140934,37.78661091
-122.3978223,37.79207562
-73.76502846,41.02855952
-73.99111671,40.75030509
-73.9826946,40.7604169
-73.52747619,40.77014528
-73.69583493,40.65075228
-71.112309,42.3882511
-73.9825202,40.7422923
-73.9825202,40.7422923
-73.590612,40.7422724
-73.6408439,40.7489593
-74.00072037,40.75224765
-122.3954015,37.7768939
-122.5304045,37.97338431
-73.5357037,40.741637
-73.5357037,40.741637
-73.99138528,40.75055891
-73.650866,40.7535785
-73.9942633,40.7600461
-122.3908566,37.78283013
-122.3843125,37.615704
-73.99509839,40.72251755
-122.3964956,37.79385356
-73.64075352,40.74066196
-73.64075352,40.74066196
-122.4089403,37.79304811
-73.8969862,40.9148314
-73.69106879,40.75933088
-122.2883757,38.2972534
-122.1091514,37.89605539
-73.5340433,40.7798112
,
-73.9727927,40.7805557
-73.47742894,40.81348512
-73.83712842,41.06127409
-73.83712842,41.06127409
-73.83712842,41.06127409
-73.6372522,40.7046991
-73.6113251,40.7319857
-73.86584935,40.77085694
-73.64046668,40.74065125
-71.32828866,41.97707692
-122.4006024,37.78737265
-122.4006024,37.78737265
,
-122.3839239,37.6167955
-71.07443721,42.35098823
-122.4300098,37.79779457
-122.4300098,37.79779457
-121.944089,37.7243296
-73.52771929,40.76712814
-73.52771929,40.76712814
,
,
-73.9892076,40.7479116
,
,
-73.93737752,40.80523873
-71.0595303,42.3533158
-74.00444965,40.73062942
-73.9957084,40.7391366
-74.0092992,40.653552
-122.4054323,37.77452587
-73.7704146,40.67093936
-122.465506,37.7518688
-73.97284103,40.75505689
-122.0267152,37.04579739
-122.4206343,37.78533795
-73.77350119,41.03040349
-73.67243132,40.77386789
-73.5268354,40.76479243
-73.60976469,40.67803985
-73.60976469,40.67803985
-73.52751651,40.76690345
-73.6905523,40.6664803
-73.77484107,41.03312087
-73.96301849,40.75799261
-73.6468242,40.6565079
-122.3960946,37.77334705
-73.5868015,40.7534962
-73.76506629,41.02879679
-73.62304047,40.78640764
-73.6456648,40.65549836
-73.59003084,40.73047344
-74.0000041,40.7427434
-73.64073163,40.74071076
-73.98705603,40.75606423
-73.6823322,40.6334629
-73.5276235,40.7671293
-73.82979929,40.95053913
-73.97054006,40.78580076
-73.96540498,40.76028791
-122.4272302,37.79340172
-73.95448906,40.77313594
-73.642439,40.76464977
-73.65679078,40.74145868
-73.65679078,40.74145868
-122.0409485,36.96306629
-73.6562778,40.7709956
-73.96781612,40.68047878
-73.69029756,40.70783701
-73.9945815,40.7505191
-122.4612643,37.69450955
-73.94806907,40.71124464
-73.59917251,40.70230276
-73.95439158,40.72831648
-73.96047831,40.76166072
-73.96047831,40.76166072
,
-73.6243063,40.7107449
-73.63264393,40.74107755
-73.79025816,40.64605929
-73.59920942,40.70228717
-73.70929977,40.68083022
-73.69523315,40.68819002
-122.4744464,37.7550247
-73.9851166,40.7482351
-73.9899021,40.7154391
-73.6632816,40.75659843
-122.432079,37.7892123
-122.3950638,37.77430552
-73.6501219,40.7057997
-73.6393752,40.7920003
-73.66328459,41.00078669
-122.4190546,37.79264182
-73.609596,40.712528
-73.609596,40.712528
-73.63360666,40.72543035
-73.60522178,40.71974058
-122.4353413,37.79633274
-73.61963899,40.74918386
-73.9765091,40.7888235
-73.66327934,40.7518086
-73.66327934,40.7518086
-122.4006089,37.79113655
-73.9973756,40.7242674
-122.3840136,37.6172436
-122.4033159,37.7952378
-73.9849869,40.7561383
-73.83314366,41.05966032
-73.83314366,41.05966032
-73.7271598,40.7748035
-73.6458715,40.76074376
-122.4575121,37.7773564
-73.97517851,40.75765878
-73.64086771,40.7406404
-122.4082594,37.78637877
-73.69506776,40.66722831
-73.5097865,40.7543284
-122.4034922,37.7851113
-122.4036238,37.79257212
-73.5276473,40.767224
-73.5302052,40.7925662
-73.5177917,40.769225
-73.939295,40.7009699
-122.4123455,37.7824908
-73.5893012,40.7079545
,
-73.6157574,40.73640955
-73.6157574,40.73640955
-73.9086247,40.8737911
-74.00011112,40.73491383
-122.4039772,37.79272463
-73.6154252,40.7408798
-73.6406749,40.74067581
-71.06421195,42.35356732
-73.6010251,40.7342145
-73.99572707,40.69518426
,
-73.9532527,40.7759876
-122.4210083,37.75851946
-73.85538785,40.73587132
-122.2729847,37.80947831
-122.2978592,37.81026988
-73.6007842,40.8022542
-74.0054863,40.7407095
-122.4029934,37.78801071
-122.4315179,37.777168
-122.4167676,37.80618467
-122.4016695,37.7891355
-73.99096813,40.74541808
-74.0106395,40.72016656
-73.90444844,40.83361803
,
-122.4031793,37.78528054
-122.1984623,37.75481537
-74.0035644,40.7412764
-73.98685084,40.72253125
-73.9820501,40.7791945
-73.94839634,40.73049033
-122.4071934,37.7833081
-73.99204879,40.75412457
,
-73.7261862,40.7262458
,
,
-73.62905798,40.74803956
-73.99099997,40.75047578
-73.64079944,40.74067987
-73.64079944,40.74067987
-73.64079944,40.74067987
-73.5722697,40.6597089
-73.6825281,40.9858601
-122.3844311,37.615636
-121.8892077,37.3269109
-121.9622543,37.40425661
-73.7075468,40.6519806
-73.56980884,40.77108729
-73.56880477,40.65176976
-73.59060081,40.71720032
-73.6377926,40.73980337
-73.81627844,41.0923036
-73.83425913,40.83767567
-73.7021135,40.6597977
-122.4002522,37.78870601
-73.76534044,41.02926926
-70.9892318,42.2373981
-73.69946237,40.79667098
-73.77478833,41.03305167
-73.96564353,40.75882472
-73.97737451,40.7852744
-122.3948947,37.7769621
-122.4183947,37.7717724
-73.64125592,40.74065334
-73.93273928,40.79555548
-73.6218523,40.7424083
-71.0724182,42.3550878
-71.0854657,42.3378449
-74.00535045,40.7286914
-73.6797987,40.7332687
-122.2888956,37.8266096
-73.9945796,40.7505075
-71.0636528,42.3447962
-73.63507653,40.68355154
-73.63507653,40.68355154
-73.9096055,40.6390638
-73.98299248,40.74219658
-73.99464461,40.69982417
-73.6556425,40.7054646
-73.84509819,40.96102749
-122.3979959,37.79143334
-73.5987991,40.713753
-73.9923522,40.7640224
-73.97655702,40.75484105
-73.7027843,40.6700051
-73.7746736,41.03355501
-121.8897919,37.33652819
-73.640422,40.7407788
-73.6160819,40.7381617
-73.7705057,41.03713439
-73.6495916,40.75906648
-73.5299064,40.722905
-73.6115625,40.7364552
-73.54563969,40.74151386
-122.3839935,37.61672429
-122.3839935,37.61672429
-73.95621584,40.76750913
-70.86549656,42.79586587
-122.3992064,37.7886552
-73.86581096,41.10948202
-73.7101788,41.07785446
-73.628961,40.7091589
-73.643333,40.7416622
-74.0067363,40.7046061
-73.7142837,41.0309082
-73.6405908,40.7406978
-73.6160779,40.7377056
-122.4200902,37.78751678
-122.3903498,37.61606633
-73.93955415,40.80532196
-121.8316351,37.36354713
-122.2523402,37.8499267
-73.6408049,40.7406543
-73.5030756,40.7878466
-73.5030756,40.7878466
-73.67665588,40.70813529
-73.99118404,40.75021333
-73.64032167,40.74072396
-73.6405451,40.7406885
-122.3992493,37.7763202
-73.94483279,40.818852
-73.97484529,40.76245397
-122.4185584,37.80782228
,
-73.9944068,40.7506762
-122.161405,37.4457219
-122.3980823,37.79903127
,
-122.4157062,37.77698628
-73.67199965,40.79618823
-71.063342,42.3643933
-73.66100762,40.70627891
-122.1971117,37.75376491
-73.77693655,40.64631678
-73.77464908,41.03323292
-73.8987501,40.873132
-73.7649024,41.02853945
-73.76664159,41.04036653
-122.4289732,37.74842472
-73.98331895,40.76130643
-74.02662414,40.62184569
-73.5316659,40.6815601
-73.9820017,40.7574943
-122.44038,37.78747504
-73.7895503,40.6465667
-73.5355942,40.7831409
-73.5355942,40.7831409
-71.10193891,42.36003582
-73.99265765,40.76177364
-122.3901254,37.61541913
-122.4193667,37.63573634
-73.98287706,40.75112422
-122.5071957,37.7603516
-122.4195883,37.76113374
-122.2792029,37.82227243
-73.6046333,40.7201782
-73.5919424,40.66693273
,
-122.4214825,37.7799944
-73.92181272,40.76706707
-73.4963612,40.700866
-73.86466675,40.77005843
-122.3991877,37.79331492
-73.4281569,40.8691744
-73.6238037,40.7846755
-73.6117718,40.7364664
-73.6117718,40.7364664
-73.9419413,40.727578
-73.98265058,40.75639079
-122.4441221,37.765933
-73.87211808,40.77403258
-122.3997068,37.78725343
-122.4033904,37.80420197
-74.01070925,40.71620346
-73.60312597,40.71550256
-73.85468988,41.03129944
-122.4050909,37.7882577
-73.6542637,40.6361297
-121.98824,37.38813716
-121.9229209,37.3642983
-122.4321823,37.76108596
-122.3962611,37.7762137
-122.4201249,37.7692071
-73.87231823,40.77407803
-73.6024008,40.7173968
-73.69404322,41.03566457
-121.848689,37.35189938
-73.76494042,41.02851091
,
-73.64078805,40.74065544
-73.9793734,40.7594609
-70.94590735,42.16833281
-74.01055142,40.70997109
-74.01055142,40.70997109
-73.55416857,40.751749
-73.44887487,40.7713379
-73.9987486,40.7143169
-73.502681,40.82415
-73.71348411,41.02545826
-73.7038661,41.0687267
-73.77482121,41.03322237
-122.4229548,37.80060926
-122.4076901,37.8011379
-73.5998837,40.720699
-122.3906426,37.7662245
-73.64116807,40.70960187
-73.98987393,40.69616277
-74.02877723,40.621759
-73.4478267,40.7522117
-73.5919022,40.6942577
-122.3949533,37.7966125
-73.70403444,41.06892698
-73.70403444,41.06892698
,
-73.78940941,40.64645383
-73.8613249,40.8478732
-71.1010157,42.3638456
-73.9949941,40.7499486
-73.9836024,40.7549517
-122.4064075,37.79761925
-73.89426454,40.66560851
-73.9724235,40.7533468
-122.1968163,37.75342972
-122.4001547,37.80010129
-122.4211867,37.78505305
-73.956585,40.7120816
-73.8855597,40.7732176
-122.395282,37.76881378
-73.9805476,40.75402
-71.12060107,42.37206934
-122.4328693,37.80072468
-122.4091959,37.8006287
-122.4184214,37.77513487
-73.9285065,40.8161371
-73.9620772,40.65096425
-73.62088437,40.64811428
-73.50063181,40.72359981
-73.59927993,40.74064861
-73.7127462,40.6918312
-122.4210867,37.78503943
-73.63573228,40.66883503
-73.6835633,40.6526863
-73.9519247,40.75926921
-73.9519247,40.75926921
-73.64157398,40.74135163
-73.6496719,40.7541806
-74.01106616,40.72922738
-73.5886513,40.744209
-121.9708389,37.53142885
-73.99452804,40.74772641
-73.98394416,40.75512222
-73.9795928,40.7719566
-73.77492014,41.03288113
-73.78619872,40.961352
-74.0041395,40.7132622
-73.6700984,40.7959912
-122.4155286,37.78737709
-122.3947098,37.7768024
-73.97322738,40.57469746
-73.99476327,40.75187126
-74.0097187,40.7058638
-73.69397423,40.65214664
-73.64046307,40.74069114
-122.4328552,37.7514036
-122.4133142,37.75414891
-73.7038013,41.0686429
-122.3963507,37.7762137
-122.4382772,37.77617569
-73.6409241,40.7407097
-74.00100895,40.75712901
-122.4302169,37.77091803
-73.5175165,40.7726514
-73.5175165,40.7726514
-73.5175165,40.7726514
-74.0092393,40.7122764
-73.64098057,40.74004431
-73.97251569,40.75661056
-73.8792674,40.8815554
-73.94771608,40.80119439
-73.94771608,40.80119439
-73.764778,41.0282931
-73.764778,41.0282931
-74.0040782,40.7209017
-73.9891673,40.7367033
-122.4015281,37.7843633
-122.4057995,37.78671865
,
-122.4209589,37.79187752
-73.76498747,41.0284159
-73.76498747,41.0284159
-73.9483341,40.7763813
-73.52759831,40.76700164
-73.71949745,40.69856876
-73.71949745,40.69856876
-122.3946091,37.77676749
-122.3946091,37.77676749
-73.78231019,40.64488792
-73.78231019,40.64488792
-73.62233984,40.58919439
-73.5987534,40.7129204
-73.95204336,40.74305989
-73.83472781,40.76205029
-73.9812255,40.7529942
-74.02029187,40.64930265
-73.4299951,40.7336177
-122.3973476,37.77768409
-122.3947286,37.7766995
-122.4138328,37.78996201
-122.3947015,37.7767584
-73.98520666,40.76027432
-73.6355235,40.7726948
-73.6355235,40.7726948
-122.4194445,37.76670665
-122.403082,37.7834498
-122.4104428,37.7890025
-73.61942809,40.74118243
-122.4058226,37.7751391
-73.6404809,40.7407294
-73.83776434,40.68168696
-73.83776434,40.68168696
-73.62450125,40.77305916
-122.4013522,37.78838002
-73.6460574,40.7607563
-73.6460574,40.7607563
-73.52090937,40.70887616
-73.5887403,40.7556657
-73.70392942,41.0687743
-73.64043941,40.74070453
-73.6044415,40.7155915
-122.398914,37.79085762
-122.398914,37.79085762
-121.8278708,37.3939372
-73.97317961,40.79020028
-122.4059886,37.78765127
-121.8948346,37.3341409
-73.9723893,40.7473217
-73.7767793,40.6461993
-73.9376354,40.79296857
-73.9828266,40.7391173
-121.9705085,37.32524154
-73.62302566,40.75493152
-73.52782094,40.7670521
-73.63463262,40.65666927
-73.77655358,40.64581626
-73.9248692,40.8615564
-73.99064082,40.75606807
-73.7038886,41.06873222
-122.3840032,37.61674049
-73.98720009,40.75641148
-73.96733081,40.76273104
-122.4177119,37.77629316
-73.9734358,40.7482437
,
-122.397943,37.786987
-122.4489495,37.76974069
-73.960015,40.73406035
-122.0855657,37.3989635
-74.0061026,40.7349104
-74.00538876,40.74906739
-73.8437323,40.85212547
-73.58961199,40.74413728
-122.4026104,37.78847607
-73.87450819,40.77405212
-73.6993948,40.7965931
-73.6957409,40.7949339
-73.6957409,40.7949339
-122.3931718,37.79464195
-73.99214074,40.71618129
-73.97677807,40.73934921
-122.3838646,37.6171395
-71.1135046,42.3001941
-73.96561294,40.75694671
-71.079824,42.3493365
-71.0526396,42.36450472
-71.0526396,42.36450472
-73.8340441,41.0973167
-73.8340441,41.0973167
-122.3864461,37.61794949
-73.7226421,40.7863422
-73.95412973,40.77862242
-73.78189922,40.64498159
-73.64546942,40.65598723
-73.98230615,40.7720651
-73.98230615,40.7720651
-73.98230615,40.7720651
-74.0071448,40.7282262
-73.98263534,40.76002229
-73.98263534,40.76002229
-122.4221141,37.79730592
-122.2660493,37.81263972
-122.4382938,37.77624187
-122.4226412,37.77033275
-73.628304,40.7769613
-122.3948387,37.7771817
-73.99572275,40.72173905
-73.6947223,40.6940353
-73.6521589,40.6978625
-73.6312855,40.7378462
-73.6024051,40.7167014
-73.5144273,40.7244052
-74.1773083,40.69500214
-73.9661844,40.7623278
-73.75886414,41.02704935
-121.898442,37.41413947
-122.4037982,37.7897372
-71.0603319,42.3556922
-73.91095322,40.67886267
-73.5286984,40.7676163
-122.4313492,37.73100775
-73.643513,40.7905207
-122.0085248,37.32356059
-73.9976448,40.75667577
-73.7036681,41.0687449
-122.3981858,37.79182039
-121.908733,37.36126205
-122.404686,37.7842342
-73.9938649,40.7565186
-73.77522807,41.03323783
-73.7738075,41.0341185
-73.9946671,40.7504658
-73.98833016,40.74102373
-73.6429373,40.7772493
-122.2295344,37.47746768
-73.46725389,40.79650956
,
-71.0216685,42.3654774
-73.99555919,40.72527348
-73.5873716,40.79136788
-122.2396211,37.8018622
-73.59752459,40.71049349
-122.3951354,37.7769899
-122.3997073,37.79511917
-73.68306929,40.98621163
-73.74309556,41.03930815
-122.0139873,37.53386166
-73.958014,40.7125783
-73.7826285,40.6446937
-73.99483538,40.75029497
,
-122.4212287,37.7567077
-122.3994594,37.7877565
-73.99053602,40.75616305
-73.9832493,40.7023166
-73.9828331,40.7024241
-122.4353596,37.79712
-73.78971238,40.64678026
-121.9222903,37.36392482
-122.3978541,37.78707944
-73.70389028,41.06888833
-73.5137342,40.7348798
-73.82558101,40.82692374
-73.639361,40.73913674
-73.87954361,40.70299559
-73.91412682,40.70930994
-73.6456173,40.6557337
-73.99475916,40.75279377
-73.76745586,41.03805316
-73.76745586,41.03805316
-73.76745586,41.03805316
-73.68915321,40.71908239
-74.01346967,40.7092145
,
-73.98875838,40.75352148
-73.94071223,40.79741023
-71.02762152,42.36617292
-73.97548338,40.74119842
-73.76465903,41.03264945
-122.4148098,37.80892571
-73.86487923,40.76992299
-73.58734375,40.72381031
-73.94619039,40.77303469
-73.5679418,40.7580572
-71.10951128,42.38454034
-73.99304749,40.73826953
-73.9760853,40.7923068
-73.5413318,40.7476542
-73.60370856,40.71097869
-73.70399586,41.06881618
-122.3954741,37.7970472
-73.5761068,40.7995521
-71.13023738,42.35254345
-74.00030262,40.72135694
-73.64027934,40.74571681
-73.9498279,40.6343716
-73.5273257,40.7671677
-74.00762361,40.74301067
,
-73.97261951,40.79848433
-73.77677386,40.64611574
-122.3843495,37.6156797
-73.99729779,40.72479009
-73.7144659,40.6486885
-73.99162534,40.7387074
-73.98702065,40.75315378
-73.99153098,40.71557687
-73.49607346,40.76528122
-73.95467039,40.72644012
-74.00127165,40.75691096
-73.65550817,40.68622135
-74.00127199,40.72149805
-122.3972266,37.7928329
-73.96051809,40.81634267
-73.913293,40.6073968
-73.97118264,40.76122225
-73.97817762,40.72924521
-73.95359721,40.77017658
-122.306013,38.28287691
-73.99601153,40.71748123
-122.4345791,37.76091394
-73.86185361,40.7682545
-74.00453364,40.72277231
-73.71816927,40.67765739
-73.70400561,41.06888012
-122.4029373,37.79360207
-73.65066425,40.72202619
-73.9717919,40.7568683
-73.9805327,40.7418772
-73.64926298,40.76300662
-73.6704093,40.726976
-73.98128388,40.75616062
-122.3875188,37.6175142
-73.97835059,40.75408471
-71.1196026,42.373261
-122.3953218,37.7769386
-71.0048332,42.4198869
-73.61455184,40.73875111
-73.61455184,40.73875111
-73.68243563,40.98579248
-73.95812355,40.64484953
-73.7648136,41.0293338
-71.0769756,42.3452165
-73.4063324,40.8123032
-73.6012556,40.7012697
-73.6012556,40.7012697
-122.3986379,37.78892682
-73.75995473,41.03228343
-73.6074854,40.73318657
-73.8674132,40.7686976
-122.436422,37.7930034
-122.436422,37.7930034
-73.93447543,40.76903187
-73.52813618,40.76713303
-73.96401646,40.76137771
-73.2412212,40.7178049
-73.6496838,40.7592334
-73.64038437,40.74065347
-73.64038437,40.74065347
-73.64038437,40.74065347
-71.13123149,42.38656288
-73.6404185,40.7406796
-73.63356843,40.72543908
